incident_day_of_week,incident_hour,zipcode,crime,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income
Tuesday,19,94124.0,42,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Tuesday,19,94127.0,11,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Tuesday,19,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Tuesday,19,94130.0,9,2880.0,3196.0,786.0,656.0,,37500.0
Tuesday,19,94131.0,10,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Tuesday,19,94132.0,11,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Tuesday,19,94134.0,40,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Tuesday,19,94158.0,50,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Tuesday,20,94102.0,104,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,20,94103.0,106,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,20,94104.0,61,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Tuesday,20,94105.0,46,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Tuesday,20,94107.0,16,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Tuesday,20,94108.0,72,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Tuesday,20,94109.0,57,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,20,94110.0,138,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,20,94111.0,58,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Tuesday,20,94112.0,36,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Tuesday,20,94114.0,27,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Tuesday,20,94115.0,40,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Tuesday,20,94116.0,19,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Tuesday,20,94117.0,56,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,20,94118.0,34,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,20,94122.0,42,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,20,94123.0,25,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Tuesday,20,94124.0,37,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Tuesday,20,94127.0,19,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Tuesday,20,94130.0,3,2880.0,3196.0,786.0,656.0,,37500.0
Tuesday,20,94131.0,10,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Tuesday,20,94132.0,20,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Tuesday,20,94134.0,26,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Tuesday,20,94158.0,51,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Tuesday,21,94102.0,86,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,21,94103.0,112,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,21,94104.0,36,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Tuesday,21,94105.0,24,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Tuesday,21,94107.0,7,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Tuesday,21,94108.0,43,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Tuesday,21,94109.0,55,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,21,94110.0,115,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,21,94111.0,47,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Tuesday,21,94112.0,19,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Tuesday,21,94114.0,21,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Tuesday,21,94115.0,27,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Tuesday,21,94116.0,18,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Tuesday,21,94117.0,25,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,21,94118.0,53,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,21,94122.0,35,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,21,94123.0,23,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Tuesday,21,94124.0,37,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Tuesday,21,94127.0,14,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Tuesday,21,94130.0,2,2880.0,3196.0,786.0,656.0,,37500.0
Tuesday,21,94131.0,13,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Tuesday,21,94132.0,17,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Tuesday,21,94134.0,24,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Tuesday,21,94158.0,39,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Tuesday,22,94102.0,107,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,22,94103.0,99,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,22,94104.0,20,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Tuesday,22,94105.0,27,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Tuesday,22,94107.0,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Tuesday,22,94108.0,55,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Tuesday,22,94109.0,60,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,22,94110.0,80,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,22,94111.0,42,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Tuesday,22,94112.0,29,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Tuesday,22,94114.0,26,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Tuesday,22,94115.0,10,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Tuesday,22,94116.0,25,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Tuesday,22,94117.0,24,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,22,94118.0,33,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,22,94122.0,18,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,22,94123.0,23,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Tuesday,22,94124.0,43,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Tuesday,22,94127.0,6,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Tuesday,22,94129.0,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Tuesday,22,94130.0,1,2880.0,3196.0,786.0,656.0,,37500.0
Tuesday,22,94131.0,6,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Tuesday,22,94132.0,18,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Tuesday,22,94134.0,29,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Tuesday,22,94158.0,32,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Tuesday,23,94102.0,63,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Tuesday,23,94103.0,75,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Tuesday,23,94104.0,17,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Tuesday,23,94105.0,19,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Tuesday,23,94107.0,6,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Tuesday,23,94108.0,39,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Tuesday,23,94109.0,64,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Tuesday,23,94110.0,84,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Tuesday,23,94111.0,15,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Tuesday,23,94112.0,29,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Tuesday,23,94114.0,19,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Tuesday,23,94115.0,11,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Tuesday,23,94116.0,17,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Tuesday,23,94117.0,39,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Tuesday,23,94118.0,19,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Tuesday,23,94122.0,17,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Tuesday,23,94123.0,13,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Tuesday,23,94124.0,22,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Tuesday,23,94127.0,8,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Tuesday,23,94130.0,2,2880.0,3196.0,786.0,656.0,,37500.0
Tuesday,23,94131.0,11,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Tuesday,23,94132.0,8,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Tuesday,23,94134.0,27,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Tuesday,23,94158.0,20,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Wednesday,0,94102.0,66,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Wednesday,0,94103.0,148,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Wednesday,0,94104.0,33,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Wednesday,0,94105.0,28,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Wednesday,0,94107.0,10,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Wednesday,0,94108.0,65,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Wednesday,0,94109.0,65,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Wednesday,0,94110.0,94,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Wednesday,0,94111.0,16,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Wednesday,0,94112.0,32,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Wednesday,0,94114.0,28,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Wednesday,0,94115.0,39,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Wednesday,0,94116.0,22,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Wednesday,0,94117.0,46,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Wednesday,0,94118.0,24,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Wednesday,0,94122.0,31,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Wednesday,0,94123.0,24,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Wednesday,0,94124.0,48,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Wednesday,0,94127.0,8,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Wednesday,0,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Wednesday,0,94130.0,2,2880.0,3196.0,786.0,656.0,,37500.0
Wednesday,0,94131.0,14,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Wednesday,0,94132.0,15,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Wednesday,0,94134.0,37,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Wednesday,0,94158.0,32,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Wednesday,1,94102.0,39,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Wednesday,1,94103.0,38,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Wednesday,1,94104.0,22,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Wednesday,1,94105.0,12,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Wednesday,1,94107.0,5,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Wednesday,1,94108.0,28,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Wednesday,1,94109.0,24,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Wednesday,1,94110.0,61,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Wednesday,1,94111.0,5,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Wednesday,1,94112.0,21,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Wednesday,1,94114.0,25,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Wednesday,1,94115.0,10,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Wednesday,1,94116.0,5,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Wednesday,1,94117.0,20,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Wednesday,1,94118.0,13,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Wednesday,1,94122.0,14,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Wednesday,1,94123.0,24,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Wednesday,1,94124.0,18,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Wednesday,1,94127.0,3,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Wednesday,1,94131.0,1,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Wednesday,1,94132.0,7,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Wednesday,1,94134.0,16,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Wednesday,1,94158.0,12,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Wednesday,2,94102.0,40,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Wednesday,2,94103.0,32,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Wednesday,2,94104.0,13,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Wednesday,2,94105.0,16,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Wednesday,2,94107.0,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Wednesday,2,94108.0,39,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Wednesday,2,94109.0,32,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Wednesday,2,94110.0,45,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Wednesday,2,94111.0,12,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Wednesday,2,94112.0,8,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Wednesday,2,94114.0,17,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Wednesday,2,94115.0,6,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Wednesday,2,94116.0,4,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Wednesday,2,94117.0,12,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Wednesday,2,94118.0,5,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Wednesday,2,94122.0,13,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Wednesday,2,94123.0,5,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Wednesday,2,94124.0,10,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Wednesday,2,94127.0,3,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Wednesday,2,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Wednesday,2,94131.0,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Wednesday,2,94132.0,6,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Wednesday,2,94134.0,7,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Wednesday,2,94158.0,11,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Wednesday,3,94102.0,21,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Wednesday,3,94103.0,26,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Wednesday,3,94104.0,11,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Wednesday,3,94105.0,8,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Wednesday,3,94107.0,4,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Wednesday,3,94108.0,12,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Wednesday,3,94109.0,26,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Wednesday,3,94110.0,47,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Wednesday,3,94111.0,7,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Wednesday,3,94112.0,16,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Wednesday,3,94114.0,14,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Wednesday,3,94115.0,10,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Wednesday,3,94116.0,6,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Wednesday,3,94117.0,16,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Wednesday,3,94118.0,3,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Wednesday,3,94122.0,5,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Wednesday,3,94123.0,5,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Wednesday,3,94124.0,30,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Wednesday,3,94127.0,6,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Wednesday,3,94130.0,1,2880.0,3196.0,786.0,656.0,,37500.0
Wednesday,3,94132.0,6,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Wednesday,3,94134.0,7,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Wednesday,3,94158.0,7,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Wednesday,4,94102.0,26,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Wednesday,4,94103.0,22,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Wednesday,4,94104.0,11,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Wednesday,4,94105.0,8,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Wednesday,4,94107.0,1,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Wednesday,4,94108.0,16,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Wednesday,4,94109.0,15,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Wednesday,4,94110.0,28,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Wednesday,4,94111.0,7,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Wednesday,4,94112.0,8,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Wednesday,4,94114.0,8,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Wednesday,4,94115.0,5,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Wednesday,4,94117.0,8,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Wednesday,4,94118.0,5,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Wednesday,4,94122.0,3,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Wednesday,4,94123.0,6,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Wednesday,4,94124.0,17,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Wednesday,4,94127.0,2,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Wednesday,4,94130.0,4,2880.0,3196.0,786.0,656.0,,37500.0
Wednesday,4,94131.0,2,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Wednesday,4,94132.0,2,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Wednesday,4,94134.0,12,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Wednesday,4,94158.0,11,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Wednesday,5,94102.0,40,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Wednesday,5,94103.0,45,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Wednesday,5,94104.0,11,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Wednesday,5,94105.0,10,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Wednesday,5,94107.0,4,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Wednesday,5,94108.0,22,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Wednesday,5,94109.0,22,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Wednesday,5,94110.0,40,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Wednesday,5,94111.0,7,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Wednesday,5,94112.0,6,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Wednesday,5,94114.0,2,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Wednesday,5,94115.0,3,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Wednesday,5,94116.0,3,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Wednesday,5,94117.0,15,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Wednesday,5,94118.0,7,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Wednesday,5,94122.0,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Wednesday,5,94123.0,8,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Wednesday,5,94124.0,11,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Wednesday,5,94127.0,1,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Wednesday,5,94131.0,3,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Wednesday,5,94132.0,4,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Wednesday,5,94134.0,9,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Wednesday,5,94158.0,11,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Wednesday,6,94102.0,53,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Wednesday,6,94103.0,81,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Wednesday,6,94104.0,9,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Wednesday,6,94105.0,8,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Wednesday,6,94107.0,4,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Wednesday,6,94108.0,17,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Wednesday,6,94109.0,18,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Wednesday,6,94110.0,51,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Wednesday,6,94111.0,7,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Wednesday,6,94112.0,16,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Wednesday,6,94114.0,10,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Wednesday,6,94115.0,8,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Wednesday,6,94116.0,6,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Wednesday,6,94117.0,20,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Wednesday,6,94118.0,8,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Wednesday,6,94122.0,19,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Wednesday,6,94123.0,5,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Wednesday,6,94124.0,11,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Wednesday,6,94127.0,5,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Wednesday,6,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Wednesday,6,94130.0,2,2880.0,3196.0,786.0,656.0,,37500.0
Wednesday,6,94131.0,8,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Wednesday,6,94132.0,2,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Wednesday,6,94134.0,11,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Wednesday,6,94158.0,14,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Wednesday,7,94102.0,49,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Wednesday,7,94103.0,119,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Wednesday,7,94104.0,27,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Wednesday,7,94105.0,16,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Wednesday,7,94107.0,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Wednesday,7,94108.0,17,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Wednesday,7,94109.0,36,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Wednesday,7,94110.0,67,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Wednesday,7,94111.0,10,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Wednesday,7,94112.0,13,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Wednesday,7,94114.0,28,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Wednesday,7,94115.0,13,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Wednesday,7,94116.0,11,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Wednesday,7,94117.0,36,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Wednesday,7,94118.0,14,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Wednesday,7,94122.0,17,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Wednesday,7,94123.0,12,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Wednesday,7,94124.0,28,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Wednesday,7,94130.0,2,2880.0,3196.0,786.0,656.0,,37500.0
Wednesday,7,94131.0,9,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Wednesday,7,94132.0,16,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Wednesday,7,94134.0,30,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Wednesday,7,94158.0,29,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Wednesday,8,94102.0,77,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Wednesday,8,94103.0,168,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Wednesday,8,94104.0,34,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Wednesday,8,94105.0,20,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Wednesday,8,94107.0,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Wednesday,8,94108.0,39,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Wednesday,8,94109.0,38,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Wednesday,8,94110.0,81,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Wednesday,8,94111.0,21,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Wednesday,8,94112.0,28,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Wednesday,8,94114.0,23,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Wednesday,8,94115.0,26,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Wednesday,8,94116.0,9,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Wednesday,8,94117.0,39,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Wednesday,8,94118.0,34,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Wednesday,8,94122.0,33,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Wednesday,8,94123.0,22,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
